drugbank_id,name,smiles
DB02598,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O
DB02599,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",CCCSCC1=CC(N)=CC2=C1N=C(N)NC2=O
DB02600,Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
DB02601,4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1
DB02602,AL7182,COC1=CC(=CC=C1)N1CCC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
DB02603,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,NC1=NC(OCC2CCCCC2)=C2N=CNC2=C1
DB02604,2-Deoxy-Glucose-6-Phosphate,O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1
DB02606,2-Butanol,CC[C@@H](C)O
DB02607,Adenosine Phosphonoacetic Acid,[H][C@]1(COC(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB02608,N-Acetyl-P-Nitrophenylserinol,[H][C@@](O)(C1=CC=C(C=C1)N(=O)=O)[C@@]([H])(CO)N=C(C)O
DB02609,4-Hydroxy-L-Threonine-5-Monophosphate,N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O
DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C(F)=C1F
DB02611,Balanol Analog 1,[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(O)C=C1)NC(=O)C1=CC=C(O)C=C1
DB02613,"Decylamine-N,N-Dimethyl-N-Oxide",CCCCCCCCCC[N+](C)(C)[O-]
DB02614,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,[H][C@@](CC1=CC=CC(=C1)C(O)=O)(NC(C)=O)B(O)O
DB02615,Compound 19,[H][C@@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1
DB02616,FR117016,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1
DB02617,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",CCCCCC[C@](O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1Cl
DB02618,Ethyl Dimethyl Ammonio Propane Sulfonate,CC[N+](C)(C)CCCS([O-])(=O)=O
DB02619,Bromo-Dodecanol,OCCCCCCCCCCCCBr
DB02620,Sp7343-Sp7964,[H][C@@]1(CC[C@]([H])(CC1)C(O)=NCCSSCCN=C(C)O)N=C(O)C1=C(N=CC=N1)C(O)=O
DB02621,Latrunculin A,[H]\C1=C(\[H])/C(/[H])=C([H])\[C@@]([H])(C)CC[C@]2([H])C[C@]([H])(C[C@@](O)(O2)[C@]2([H])CSC(O)=N2)OC(=O)\C([H])=C(C)/CC1
DB02622,2-(Oxalyl-Amino)-Benzoic Acid,OC(=O)C(=O)NC1=C(C=CC=C1)C(O)=O
DB02623,Aminophosphonic Acid-Guanylate Ester,[H][C@]1(COP(O)(=O)OP(N)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
DB02624,Homoserine Lactone,N[C@@H]1CCOC1=O
DB02625,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,[H][C@@](CCCC)(CN(O)C=O)C(O)=O
DB02626,Phenylferricrocin-Iron,[H][C@]1(CC2=CC=CC=C2)NC(=O)CNC(=O)[C@]2([H])CCCN3O[Fe-3]456(ON(CCC[C@]([H])(NC(=O)CNC1=O)C(=O)N[C@@]([H])(CCCN(O4)C(C)=[O+]5)C(=O)N2)C(C)=[O+]6)[O+]=C3C
DB02627,"4,4'-Biphenyldiboronic Acid",OB(O)C1=CC=C(C=C1)C1=CC=C(C=C1)B(O)O
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C
DB02629,Inhibitor Bea403,[H][C@@](O)([C@@]([H])(O)[C@@]([H])(OCC1=CC=CC=C1F)C(O)=N[C@@]1([H])C2=CC=CC=C2C[C@@]1([H])O)[C@@]([H])(OCC1=CC=CC=C1F)C(O)=N[C@@]1([H])C2=CC=CC=C2C[C@@]1([H])O
DB02630,L-xylitol 5-phosphate,OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O
DB02632,4-nitrophenyl-beta-D-galactoside,[H][C@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)N(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
DB02633,Cibacron Blue,NC1=C(C=C(NC2=CC=C(NC3=NC(Cl)=NC(NC4=CC=CC=C4S(O)(=O)=O)=N3)C(=C2)S(O)(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S(O)(=O)=O
DB02635,N-[O-Phosphono-Pyridoxyl]-Isoleucine,[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
DB02636,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",COC1=C(O)C=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O
DB02637,Oxaloacetate Ion,OC(=O)C(=O)CC([O-])=O
DB02638,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DB02639,4-methylumbelliferyl α-D-glucoside,[H][C@]1(CO)O[C@]([H])(OC2=CC3=C(C=C2)C(C)=CC(=O)O3)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
DB02640,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
DB02641,Heptanamide,CCCCCCC(N)=O
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,OP(O)(=O)CNC(=O)OCC1=CC=CC=C1
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",CCCCCCCCCCCC[N+](C)(C)CCCS(O)(=O)=O
DB02644,N-Omega-Propyl-L-Arginine,CCCNC(=[NH2+])NCCC[C@H](N)C(O)=O
DB02645,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",[H][C@]1(CCO[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)CO1
DB02646,Nitrosoethane,CCN=O
DB02647,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,O=C(NC1=CC(=NN1)C1CC1)C1=CC=CC=C1
DB02648,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,C[N+](C)(C)C[C@H](O)CC(O)=O
DB02649,3-Amino-3-Oxopropanoic Acid,NC(=O)CC(O)=O
DB02650,Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl
DB02651,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",OP(O)(=O)C(F)(F)C1=CC=C(CC(CC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)(N2N=NC3=C2C=CC=C3)C2=CC=C(F)C(F)=C2)C=C1
DB02652,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,[H]N(O)C(=O)N([H])[C@@H](CC1=CC=CC=C1)C(O)=O
DB02654,6-Hydroxy-Flavin-Adenine Dinucleotide,CC1=C(C)C(O)=C2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C(N)N=CN=C34)C2=C1
DB02655,D-Aspartic Acid,N[C@H](CC(O)=O)C(O)=O
DB02656,LY-294002,O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1
DB02657,Glucosamine 6-Phosphate,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
DB02658,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@]([H])(F)[C@@]([H])(O)[C@]1([H])O
DB02659,Cholic Acid,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
DB02660,Filaminast,COC1=CC=C(C=C1OC1CCCC1)C(\C)=N\OC(N)=O
DB02661,"Adenosine-5'-Diphosphate-2',3'-Vanadate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12
DB02662,Novo Nordisk a/S Compound,OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O
DB02663,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,C[P@@](O)(=O)CC[C@@H](N)C(O)=O
DB02664,1-Butane Boronic Acid,CCCCB(O)O
DB02665,"(1R,2S)-2-Phenylcyclopropanaminium",[NH3+][C@@H]1C[C@H]1C1=CC=CC=C1
DB02666,(C8-R)-Hydantocidin 5'-Phosphate,[H][C@](CCCN1C(O)=N[C@@]2(O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]2([H])O)C1=O)(N(O)CO)C(O)=O
DB02668,"Je-2147, Ag1776, Kni-764",[H][C@@](O)(C(=O)N1CSC(C)(C)[C@@]1([H])C(O)=NCC1=CC=CC=C1C)[C@]([H])(CC1=CC=CC=C1)N=C(O)C1=C(C)C(O)=CC=C1
DB02669,RB106,[H][C@](S)(CC1=CC=CC=C1)C(=O)NCC(=O)N1[C@@]([H])(CC[C@]1([H])C1=CC=CC=C1)C(O)=O
DB02670,4-Deoxy-Alpha-D-Glucose,[H][C@]1(O)C[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])O
DB02671,1-Methylimidazole,CN1C=C[NH+]=C1
DB02673,"(4ar,6s,8ar)-11-[8-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4ah-[1]Benzofuro[3a,3,2-Ef][2]Benzazepin-11-Ium",[H][C@]12C[C@@]([H])(O)C=C[C@]11CCN(CCCCCCCCN3C(=O)C4=CC=CC=C4C3=O)C=C3C=CC(=[O+]C)C(O2)=C13
DB02674,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",[H][C@]12CS[C@@]([H])(CCCC(O)=O)[C@@]1([H])NC(=O)N2
DB02675,(4-Hydroxymaltosephenyl)Glycine,[H][C@@](N)(C(O)=O)C1=CC=C(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)C=C1
DB02676,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",OCC(CO)(CO)NCCCNC(CO)(CO)CO
DB02677,D-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@H](CC1=CC=CC2=C1C=CC=C2)[B-](O)(O)OC[C@H](N)C(O)=O
DB02678,2-Deoxy-2-Aminogalactose,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
DB02679,Cyanamide,NC#N
DB02680,Dinitrophenylene,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O
DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",[O-][V](=O)[O+]([V](=O)O[V](=O)(=O)O[V](=O)(=O)[O+]([V]([O-])=O)[V](=O)(=O)=O)[V](=O)(=O)=O
DB02683,Inhibitor Bea428,[H][C@@](O)([C@@]([H])(O)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC
DB02684,5'-O-(N-(L-Cysteinyl)-Sulfamoyl)Adenosine,[H][C@](N)(CS)C(O)=NS(=O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB02685,3-Methylphenylalanine,CC1=CC=CC(C[C@H](N)C(O)=O)=C1
DB02686,Undecyl-Beta-D-Maltopyranoside,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@]([H])(OCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O
DB02688,"2,3-Didehydroalanine",NC(=C)C(O)=O
DB02689,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,[H][C@](N)(CSCCS(N)(=O)=O)C(O)=O
DB02690,NU1025,CC1=NC2=C(C=CC=C2O)C(=O)N1
DB02691,Glycocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O
DB02693,"(4S,5S)-1,2-dithiane-4,5-diol",[H][C@@]1(O)CSSC[C@@]1([H])O
DB02694,Pantoyl Adenylate,[H][C@](O)(C(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(C)(C)CO
DB02695,O1-Pentyl-Mannose,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OCCCCC)[C@@]1([H])O
DB02696,"6-Aminohexyl-Uridine-C1,5'-Diphosphate",[H][C@]1(COP(O)(=O)OP(O)(=O)OCCCCCCN)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O
DB02697,Hydroxyaminovaline,CC(C)[C@@H](N)C(=O)NO
DB02698,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",OC(=O)C1=CC=CC2=C1OC1=C(C=CC=C1C(O)=O)N2C1=CC(=CC=C1)C(F)(F)F
DB02699,4-Oxoretinol,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)C(=O)CCC1(C)C
DB02700,3-Deoxy-D-Glucosamine,[H][C@@]1(N)C[C@]([H])(O)[C@@]([H])(CO)O[C@]1([H])O
DB02701,Nicotinamide,NC(=O)C1=CC=CN=C1
DB02702,XV638,[H][C@]1(CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)[C@]([H])(CC2=CC=CC=C2)[C@]([H])(O)[C@@]1([H])O
DB02703,Fusidic acid,O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C
DB02704,"(2r,3r,4r,5r)-3,4-Dihydroxy-N,N'-Bis[(1s,2r)-2-Hydroxy-2,3-Dihydro-1h-Inden-1-Yl]-2,5-Bis(2-Phenylethyl)Hexanediamide",[H][C@](CCC1=CC=CC=C1)(C(O)=N[C@@]1([H])C2=CC=CC=C2C[C@@]1([H])O)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(CCC1=CC=CC=C1)C(O)=N[C@@]1([H])C2=CC=CC=C2C[C@@]1([H])O
DB02705,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",[H][C@]1(NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2)C(C)C
DB02706,Mercaptocarboxylate Inhibitor,[H][C@](CS)(CCC1=CC=CC=C1)C(=O)N=C(C(O)=O)C1=CC=C(CN2C=NN=N2)S1
DB02707,Pentyl Trihydrogen Diphosphate,CCCCCO[P@](O)(=O)OP(O)(O)=O
DB02709,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
DB02710,"2,3,-Dihydroxybenzoylserine",[H][C@@](CO)(NC(=O)C1=C(O)C(O)=CC=C1)C(O)=O
DB02711,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCCOP(O)(O)=O)C2=C1NC(=O)NC2=O
DB02712,Sorbinil,FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1
DB02713,Acetylamino-Acetic Acid,CC(=O)NCC(O)=O
DB02714,3'-Uridinemonophosphate,[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
DB02715,Compound 18,[H][C@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1
DB02716,7-Methyl-Guanosine-5'-Triphosphate,[H][C@]1(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=[N+](C)C3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
DB02717,Cellotetraose,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
DB02719,C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@@](O)(O[C@]1([H])CO)C(O)=N
DB02720,Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(C(O)=N)[C@]1([H])O
DB02721,4-Iodopyrazole,IC1=CNN=C1
DB02722,4-O-methyl-beta-D-glucuronic acid,CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O
DB02723,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",O\N=C(/N)N1CCC(CC1)CNC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)S(=O)(=O)CC1=CC=CC=C1
DB02724,Delta-2-Albomycin A1,O1N2C(=[O+][Fe-3]1134ON(C(=[O+]1)C)CCC[C@](C(=O)N[C@@](C(=O)N[C@@](C(O)=O)([C@@]([C@]1(S[C@@](N5C=C\C(=N\C(N)=O)N(C5=O)C)([C@@]([C@]1([H])O)([H])O)[H])[H])([H])O)[H])([H])CO)([H])NC([C@@]([H])(CCCN(O3)C(=[O+]4)C)NC([C@]([H])(N)CCC2)=O)=O)C
DB02725,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",[H][C@](N)(CC[C@@]1([H])C=CC([H])(N)C=C1)C(O)=O
DB02726,2-Phosphoglycolic Acid,OC(=O)COP(O)(O)=O
DB02727,N-Butyl-N'-Hydroxyguanidine,CCCCNC(=N)NO
DB02728,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O
DB02729,SD146,[H][C@]1(CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(O)=NC2=NC3=CC=CC=C3N2)C(=O)N(CC2=CC(=CC=C2)C(O)=NC2=NC3=CC=CC=C3N2)[C@]([H])(CC2=CC=CC=C2)[C@]([H])(O)[C@@]1([H])O
DB02730,4-Methylthio-Alpha-D-Mannose,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(SC)[C@]([H])(O)[C@@]1([H])O
DB02731,Ethylmercurithiosalicylic acid,CC[Hg]SC1=CC=CC=C1C(O)=O
DB02732,Nicotinamide Adenine Dinucleotide Acetone Adduct,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=C(CC(C)=O)C(=C3)C(O)=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB02733,Purvalanol,[H][C@@](CO)(NC1=NC2=C(N=CN2C(C)C)C(NC2=CC=C(C(O)=O)C(Cl)=C2)=N1)C(C)C
DB02734,4-Deoxy-D-Mannuronic Acid,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@]1([H])O)C(O)=O
DB02735,2-Amino-3-Oxo-4-Sulfo-Butyric Acid,[H][C@@](N)(C(O)=O)[C@@]([H])(O)OS(O)(=O)=O
DB02736,Acetamide,CC(N)=O
DB02738,Adenosine-5'-Pentaphosphate,NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
DB02740,3-Indolebutyric Acid,OC(=O)CCCC1=CNC2=C1C=CC=C2
DB02741,CD564,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O
DB02742,Kifunensine,[H][C@]12NC(=O)C(=O)N1[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O
DB02743,beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
DB02744,RPR131247,NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1
DB02745,Uridine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
DB02746,Phthalic Acid,OC(=O)C1=CC=CC=C1C(O)=O
DB02747,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)Glycyl-L-Arginine-N-Phenylamide,[H][C@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=N[C@@]([H])(CCCNC(N)=[NH2+])C(O)=NC1=CC=CC=C1)C(O)=O
DB02749,Pyromellitic Acid,OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O
DB02750,S-(Methylmercury)-L-Cysteine,C[Hg]SC[C@@H](N)C(O)=O
DB02751,Glycocyamine,NC(=N)NCC(O)=O
DB02752,Tosyl-D-Proline,[H][C@@]1(CCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
DB02753,Selenoinosine,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2N=CN=C3[SeH])[C@]([H])(O)[C@]1([H])O
DB02754,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2)=NC2=C(N)N=CN=C12
DB02755,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]3([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]1([H])O
DB02756,Pyroquilon,O=C1CCC2=CC=CC3=C2N1CC3
DB02757,Pyrazole,N1C=CC=N1
DB02758,Indolylpropionic Acid,OC(=O)CCC1=CNC2=CC=CC=C12
DB02759,4-Methylumbelliferyl Chitobiose,[H][C@]1(CO)O[C@@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@@]([H])(OC3=CC4=C(C=C3)C(C)=CC(=O)O4)[C@]([H])(N=C(C)O)[C@@]2([H])O)[C@]([H])(N=C(C)O)[C@@]([H])(O)[C@]1([H])O
DB02760,"1,6-Di-O-Phosphono-D-Allitol",[H][C@](O)(COP(O)(O)=O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O
DB02761,S-Mercaptocysteine,N[C@@H](CSS)C(O)=O
DB02762,RU79072,OP(O)(=O)OC1=CC=CC2=CC=C(N=C12)C#N
DB02763,5-Mercapto-2-Nitro-Benzoic Acid,OC(=O)C1=CC(S)=CC=C1[N+]([O-])=O
DB02765,R-9-(2-hydroxypropyl)adenine,C[C@@H](O)CN1C=NC2=C1N=CN=C2N
DB02766,(3r)-3-{[(Benzyloxy)Carbonyl]Amino}-2-Oxo-4-Phenylbutane-1-Diazonium,[H][C@](CC1=CC=CC=C1)([N-]C(=O)OCC1=CC=CC=C1)C(=[OH+])C[N+]#N
DB02767,3-Hydroxy-Myristic Acid,[H][C@@](O)(CCCCCCCCCCC)CC(O)=O
DB02768,Tert-Butyloxycarbonyl Group,CC(C)(C)OC=O
DB02770,7-Alpha-D-Ribofuranosyl-2-Aminopurine-5'-Phosphate,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=NC(=N)NC=C23)[C@]([H])(O)[C@]1([H])O
DB02772,Sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
DB02773,(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid,CCCOC1=CC=C(CC(O)=O)C=C1Cl
DB02774,"1,3-Propandiol",OCCCO
DB02776,1-Hexadecanosulfonic Acid,CCCCCCCCCCCCCCCCS(O)(=O)=O
DB02777,Diundecyl Phosphatidyl Choline,[H][C@@](COC(=O)CCCCCCCCCCC)(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC
DB02778,"2,5-Anhydroglucitol-1,6-Biphosphate",[H][C@]1(O)[C@]([H])(O)[C@]([H])(COP(O)(O)=O)O[C@]1([H])COP(O)(O)=O
